parameter_id,name,value,units,constant,pbpko_class,chebi_ids
GW_inWeek,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Age_foetus_day,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Age_foetus_day_endpgy,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
AgePP,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
t_lact3weeks,,0,min,false,http://purl.obolibrary.org/obo/PBPKO_00551,
t_lact6weeks,,0,min,false,http://purl.obolibrary.org/obo/PBPKO_00551,
t_year,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Memory_Gest_calc,,0,min,false,http://purl.obolibrary.org/obo/PBPKO_00551,
Memory_Lact_calc,,0,min,false,http://purl.obolibrary.org/obo/PBPKO_00551,
BDW_foetus,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
ln_EW_i,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
BDW_foetus_endpgy,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
ln_EW_i_endpgy,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Hct_foetus,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Hct_ven_nopgy,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Hct_ven_pgy,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Hct,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
b1_hct,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
a1_hct,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
b2_hct,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
a2_hct,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
CardOutput_foetus,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00382,
sum_sc_F_foetus,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_0,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_1,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_2,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_3,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_4,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_5,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_6,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_7,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_8,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_9,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_10,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_11,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_12,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_13,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_14,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_15,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_16,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_17,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_18,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_22,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
scV_foetus_23,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
V_foetus_0,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_1,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_2,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_3,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_4,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_5,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_6,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_7,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_8,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_9,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_10,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_11,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_12,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_13,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_14,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_15,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_16,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_17,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_18,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_22,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_foetus_23,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
sc_F_foetus_0,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_1,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_2,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_3,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_4,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_5,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_6,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_7,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_8,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_9,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_10,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_11,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_12,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_13,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_14,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_15,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_16,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_17,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_21,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_foetus_27,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
F_foetus_0,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_1,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_2,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_3,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_4,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_5,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_6,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_7,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_8,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_9,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_10,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_11,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_12,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_13,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_14,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_15,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_16,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_17,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_18,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_21,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_foetus_27,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
W_foetus,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
Vmax_liver_foetus,,0,mg_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00213,https://identifiers.org/CHEBI:35924; https://identifiers.org/CHEBI:36179
Free_fet,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00149,https://identifiers.org/CHEBI:35924; https://identifiers.org/CHEBI:36179
KA,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Free,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00149,https://identifiers.org/CHEBI:35924; https://identifiers.org/CHEBI:36179
Free_pgcy,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00149,https://identifiers.org/CHEBI:35924; https://identifiers.org/CHEBI:36179
albuminConc,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
albuminConc_int,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
alphaglyConc,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
alphaglyConc_int,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
albuminConc_fet,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
albuminConc_fet_int,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
alphaglyConc_fet,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
alphaglyConc_fet_int,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
plasmaprotConc0,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
plasmaprotConc,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
plasmaprotConc_fet,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Kd_uter2pla,,0,per_min,false,http://purl.obolibrary.org/obo/PBPKO_00237,
V_27_ref,,0.7,L,true,http://purl.obolibrary.org/obo/PBPKO_00103,
W0_eff,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
BDW,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
BDW_phase0_M,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
BDW_bridge_M,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
BDW_pb_M,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
BDW_phase2_M,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
BDW_phase3_M,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
gM_u,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
gM_H00,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
gM_H10,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
gM_H01,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
gM_H11,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
gM_v0,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
gM_m0,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
gM_DR,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
gM_v1,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
gM_DRp,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
gM_m1,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
gM_tau,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
BodyWeight,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
AdipMass,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
MuscleAtrophy,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
child_BDW,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_h_inf,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_k_e,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_W0_ref,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
ch_h1,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_h0,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_s1,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_s0,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_theta,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_tP1,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_WP1,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
ch_W_inf,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
ch_k2,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_tsp,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_a3,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_b3_or_c3,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_c3_or_d3,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_BDW_phase0,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
ch_BDW_bridge,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
ch_BDW_pb,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
ch_BDW_phase2,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
ch_BDW_phase3,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
ch_u,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_H00,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_H10,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_H01,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_H11,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_v0,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_m0,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_DR,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_v1,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_DRp,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_m1,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_tau,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
ch_W0_eff,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
sc_V_0,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_1,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_2,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_3,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_4,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_5,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_6,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_7,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_8,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_9,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_10,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_11,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_12,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_13,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_14,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_15,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_16,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_17,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_18,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_19,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_20,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_22,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V_23,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
V_0,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_1,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_2,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_3,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_4,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_5,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_6,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_7,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_8,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_9,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_10,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_11,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_12,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_13,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_14,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_15,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_16,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_17,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_18,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_19,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_20,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_22,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_23,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_art,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_ven,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_adip_no_pgy,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00085,
V_adip_pgy,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00085,
V_adip_endpgy,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00085,
V_adip_postpgy,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00085,
V_blood_no_pgy,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_blood_pgy,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_blood_endpgy,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_blood_postpgy,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_organ_sex_no_pgy,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_organ_sex_pgy,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_organ_sex_endpgy,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_organ_sex_postpgy,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_breast_no_pgy,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00093,
V_breast_pgy,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00093,
V_breast_endpgy,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00093,
V_breast_peack,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00093,
temp_sc_V_8_1,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
temp_sc_V_8_2,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_V10_child,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
W_lean,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
V_26,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_27_vol,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
W_total,,0,kg,false,http://purl.obolibrary.org/obo/PBPKO_00008,
sc_V_bone_np,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
LiverRatio,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
LiverRatio2,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
CardOut,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00013,
CO1,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00013,
CO2,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00013,
sum_sc_F,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
k_BloodLoss,,0,per_min,false,http://purl.obolibrary.org/obo/PBPKO_00237,https://identifiers.org/CHEBI:35924; https://identifiers.org/CHEBI:36179
sc_F_0,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_1,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_2,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_3,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_4,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_5,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_6,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_7,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_8,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_9,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_10,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_11,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_12,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_13,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_14,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_15,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_16,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_17,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
sc_F_21,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
F_0,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_1,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_2,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_3,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_4,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_5,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_6,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_7,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_8,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_9,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_10,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_11,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_12,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_13,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_14,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_15,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_16,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_17,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_18,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_19,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_20,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_21,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_22,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_29,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
MilkProd1,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
MilkProd_Max,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
MilkProd3,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
Fmilk_tot,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
Fmilk_part,,0,L_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00012,
F_milk_input,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_milk_evol,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
RateInj_Lact,,0,mg_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00322,
RateInj_temp,,0,mg_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00322,
Consumption,,0,mg_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00322,
Frac_Intake,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
PercentVar_intake,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Expo_1,,0,mg_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00322,
